期数,关键词,波色,开奖结果
161期,"【红波绿波】开:32狗准146期杨洋双波, 【红波绿波】开:40虎准128期杨洋双波, 【蓝波红波】开:25蛇准143期杨洋双波, 【绿波红波】开:49蛇准123期杨洋双波, 【蓝波红波】开:26龙准153期杨洋双波, 【红波绿波】开:43猪准152期杨洋双波, 【红波蓝波】开:10猴准150期杨洋双波, 澳门跑狗（杨洋双波, 【蓝波红波】开:47羊准130期杨洋双波, 【红波绿波】开:13蛇准140期杨洋双波, 【绿波蓝波】开:14龙准131期杨洋双波, 【绿波红波】开:18鼠准154期杨洋双波, 【蓝波红波】开:41牛准148期杨洋双波, 【红波蓝波】开:14龙准145期杨洋双波, 161期杨洋双波, 【绿波红波】开:02龙准147期杨洋双波, 【绿波红波】开:13蛇准127期杨洋双波, 【蓝波红波】开:10猴准142期杨洋双波, 【蓝波绿波】开:37蛇准134期杨洋双波, 【蓝波红波】开:14龙准137期杨洋双波, 【绿波蓝波】开:36马准136期杨洋双波, 【红波绿波】开:17牛准144期杨洋双波, 【蓝波红波】开:02龙准125期杨洋双波, 【红波蓝波】开:23羊准156期杨洋双波, 【绿波蓝波】开:11羊准139期杨洋双波, 【红波蓝波】开:23羊准129期杨洋双波, 【红波绿波】开:49蛇准126期杨洋双波, 【蓝波绿波】开:??准160期杨洋双波, 【绿波红波】开:11羊准157期杨洋双波, 【蓝波绿波】开:44狗准141期杨洋双波, 【红波绿波】开:40虎准149期杨洋双波, 澳门跑狗（杨洋双波）, 【蓝波绿波】开:09鸡准135期杨洋双波","绿波, 红波, 蓝波","14龙准, 18鼠准, 11羊准, 23羊准, ??准, 32狗准, 17牛准, 44狗准, 26龙准, 13蛇准, 49蛇准, 10猴准, 43猪准, 47羊准, 02龙准, 41牛准, 40虎准, 45鸡准, 37蛇准, 25蛇准, 36马准, 09鸡准"
161期,"【红波绿波】开:32狗准146期杨洋双波, 【红波绿波】开:40虎准128期杨洋双波, 【蓝波红波】开:25蛇准143期杨洋双波, 【绿波红波】开:49蛇准123期杨洋双波, 【蓝波红波】开:26龙准153期杨洋双波, 【红波绿波】开:43猪准152期杨洋双波, 【红波蓝波】开:10猴准150期杨洋双波, 澳门跑狗（杨洋双波, 【蓝波红波】开:47羊准130期杨洋双波, 【红波绿波】开:13蛇准140期杨洋双波, 【绿波蓝波】开:14龙准131期杨洋双波, 【绿波红波】开:18鼠准154期杨洋双波, 【蓝波红波】开:41牛准148期杨洋双波, 【红波蓝波】开:14龙准145期杨洋双波, 161期杨洋双波, 【绿波红波】开:02龙准147期杨洋双波, 【绿波红波】开:13蛇准127期杨洋双波, 【蓝波红波】开:10猴准142期杨洋双波, 【蓝波绿波】开:37蛇准134期杨洋双波, 【蓝波红波】开:14龙准137期杨洋双波, 【绿波蓝波】开:36马准136期杨洋双波, 【红波绿波】开:17牛准144期杨洋双波, 【蓝波红波】开:02龙准125期杨洋双波, 【红波蓝波】开:23羊准156期杨洋双波, 【绿波蓝波】开:11羊准139期杨洋双波, 【红波蓝波】开:23羊准129期杨洋双波, 【红波绿波】开:49蛇准126期杨洋双波, 【蓝波绿波】开:??准160期杨洋双波, 【绿波红波】开:11羊准157期杨洋双波, 【蓝波绿波】开:44狗准141期杨洋双波, 【红波绿波】开:40虎准149期杨洋双波, 澳门跑狗（杨洋双波）, 【蓝波绿波】开:09鸡准135期杨洋双波","绿波, 红波, 蓝波","14龙准, 18鼠准, 11羊准, 23羊准, ??准, 32狗准, 17牛准, 44狗准, 26龙准, 13蛇准, 49蛇准, 10猴准, 43猪准, 47羊准, 02龙准, 41牛准, 40虎准, 45鸡准, 37蛇准, 25蛇准, 36马准, 09鸡准"
161期,"【红波绿波】开:32狗准146期杨洋双波, 【红波绿波】开:40虎准128期杨洋双波, 【蓝波红波】开:25蛇准143期杨洋双波, 【绿波红波】开:49蛇准123期杨洋双波, 【蓝波红波】开:26龙准153期杨洋双波, 【红波绿波】开:43猪准152期杨洋双波, 【红波蓝波】开:10猴准150期杨洋双波, 161期杨洋双波【蓝波绿波】开:??准160期杨洋双波【绿波红波】开:11羊准157期杨洋双波【红波蓝波】开:23羊准156期杨洋双波【绿波红波】开:18鼠准154期杨洋双波【蓝波红波】开:26龙准153期杨洋双波【红波绿波】开:43猪准152期杨洋双波【红波蓝波】开:10猴准150期杨洋双波【红波绿波】开:40虎准149期杨洋双波【蓝波红波】开:41牛准148期杨洋双波【绿波红波】开:02龙准147期杨洋双波【红波绿波】开:32狗准146期杨洋双波【红波蓝波】开:14龙准145期杨洋双波【红波绿波】开:17牛准144期杨洋双波【蓝波红波】开:25蛇准143期杨洋双波【蓝波红波】开:10猴准142期杨洋双波【蓝波绿波】开:44狗准141期杨洋双波【红波绿波】开:13蛇准140期杨洋双波【绿波蓝波】开:11羊准139期杨洋双波【蓝波红波】开:14龙准137期杨洋双波【绿波蓝波】开:36马准136期杨洋双波【蓝波绿波】开:09鸡准135期杨洋双波【蓝波绿波】开:37蛇准134期杨洋双波【绿波蓝波】开:14龙准131期杨洋双波【蓝波红波】开:47羊准130期杨洋双波【红波蓝波】开:23羊准129期杨洋双波【红波绿波】开:40虎准128期杨洋双波【绿波红波】开:13蛇准127期杨洋双波【红波绿波】开:49蛇准126期杨洋双波【蓝波红波】开:02龙准125期杨洋双波【绿波红波】开:49蛇准123期杨洋双波【红波蓝波】开:45鸡准, 【蓝波红波】开:47羊准130期杨洋双波, 【红波绿波】开:13蛇准140期杨洋双波, 【绿波蓝波】开:14龙准131期杨洋双波, 【绿波红波】开:18鼠准154期杨洋双波, 【蓝波红波】开:41牛准148期杨洋双波, 【红波蓝波】开:14龙准145期杨洋双波, 161期杨洋双波, 【绿波红波】开:02龙准147期杨洋双波, 【绿波红波】开:13蛇准127期杨洋双波, 【蓝波红波】开:10猴准142期杨洋双波, 【蓝波绿波】开:37蛇准134期杨洋双波, 【蓝波红波】开:14龙准137期杨洋双波, 【绿波蓝波】开:36马准136期杨洋双波, 【红波绿波】开:17牛准144期杨洋双波, 【蓝波红波】开:02龙准125期杨洋双波, 【红波蓝波】开:23羊准156期杨洋双波, 【绿波蓝波】开:11羊准139期杨洋双波, 【红波蓝波】开:23羊准129期杨洋双波, 【红波绿波】开:49蛇准126期杨洋双波, 【蓝波绿波】开:??准160期杨洋双波, 【绿波红波】开:11羊准157期杨洋双波, 【蓝波绿波】开:44狗准141期杨洋双波, 【红波绿波】开:40虎准149期杨洋双波, 【蓝波绿波】开:09鸡准135期杨洋双波","绿波, 红波, 蓝波","14龙准, 18鼠准, 11羊准, 23羊准, ??准, 32狗准, 17牛准, 44狗准, 26龙准, 13蛇准, 49蛇准, 10猴准, 43猪准, 47羊准, 02龙准, 41牛准, 40虎准, 45鸡准, 37蛇准, 25蛇准, 36马准, 09鸡准"
161期,"161期:→(双波中特)公式规律跑狗站长, 161期:→(双波中特",,
161期,"161期:→(双波中特)公式规律跑狗站长, 161期:→(双波中特",,
161期,"161期:→(双波中特)公式规律跑狗站长, 161期:→(双波中特",,
161期,"海龙王（双波中特）128813.com, 新澳（双波, 中【蓝波绿波】开:牛17准060期:双波, 中【绿波红波】开:鼠18准058期:双波, 【绿波+蓝波】开:蛇25准158期:双波中特, 绿波05.06.11.16.17.21.22.27.28.32.33.38.39.43.44.49052期:双波中【绿波蓝波】开:狗32准053期:双波中【蓝波红波】开:猴46准054期:双波中【绿波蓝波】开:虎16准055期:双波中【蓝波绿波】开:鸡09准057期:双波中【绿波红波】开:鼠18准058期:双波中【蓝波绿波】开:牛17准060期:双波中【红波蓝波】开:龙26准061期:双波中【绿波红波】开:兔27准062期:双波中【红波蓝波】开:兔03准063期:双波中【绿波红波】开:猪19准064期:双波中【蓝波绿波】开:發00准, 海龙王（双波中特, 中【红波蓝波】开:龙26准061期:双波, 中【绿波红波】开:兔27准062期:双波, 【红波+绿波】开:鼠18准159期:双波中特, 红波01.02.07.08.12.13.18.19.23.24.29.30.34.35.40.45.46  蓝波03.04.09.10.14.15.20.25.26.31.36.37.41.42.47.48  绿波05.06.11.16.17.21.22.27.28.32.33.38.39.43.44.49052期:双波, 中【红波蓝波】开:兔03准063期:双波, 香港(双波, 【红波+蓝波】开:猪07准155期:双波中特, 【红波+蓝波】开:龙02准157期:双波中特, 中【绿波蓝波】开:狗32准053期:双波, 【蓝波+绿波】开:狗32准156期:双波中特, 香港(双波中), 【蓝波+绿波】开:牛05准154期:双波中特, 中【蓝波绿波】开:鸡09准057期:双波, 【绿波+蓝波】开:？00准160期:双波中特, 【绿波+红波】开:猪19准153期:双波中特, 中【蓝波红波】开:猴46准054期:双波, 中【绿波蓝波】开:虎16准055期:双波, 【蓝波+绿波】开:狗20准152期:双波中特, 161期:双波中特, 中【绿波红波】开:猪19准064期:双波","绿波, 红波, 蓝波","蛇25准, 狗32准, 猪07准, 鼠18准, 牛05准, 鸡09准, 狗20准, 猴46准, 牛17准, 羊35准, 兔27准, ？00准, 發00准, 龙02准, 虎16准, 香港(双波中), 龙26准, 猪19准, 兔03准"
161期,"中【蓝波绿波】开:鸡09准057期:双波, 中【绿波红波】开:兔27准062期:双波, 红波01.02.07.08.12.13.18.19.23.24.29.30.34.35.40.45.46  蓝波03.04.09.10.14.15.20.25.26.31.36.37.41.42.47.48  绿波05.06.11.16.17.21.22.27.28.32.33.38.39.43.44.49052期:双波, 中【绿波红波】开:鼠18准058期:双波, 中【红波蓝波】开:兔03准063期:双波, 香港(双波, 新澳（双波, 中【蓝波红波】开:猴46准054期:双波, 中【绿波蓝波】开:狗32准053期:双波, 中【绿波蓝波】开:虎16准055期:双波, 绿波05.06.11.16.17.21.22.27.28.32.33.38.39.43.44.49052期:双波中【绿波蓝波】开:狗32准053期:双波中【蓝波红波】开:猴46准054期:双波中【绿波蓝波】开:虎16准055期:双波中【蓝波绿波】开:鸡09准057期:双波中【绿波红波】开:鼠18准058期:双波中【蓝波绿波】开:牛17准060期:双波中【红波蓝波】开:龙26准061期:双波中【绿波红波】开:兔27准062期:双波中【红波蓝波】开:兔03准063期:双波中【绿波红波】开:猪19准064期:双波中【蓝波绿波】开:發00准, 中【蓝波绿波】开:牛17准060期:双波, 香港(双波中), 中【绿波红波】开:猪19准064期:双波, 中【红波蓝波】开:龙26准061期:双波","绿波, 红波, 蓝波","虎40准, ？00中, 鸡45准, 鼠18中, 狗32准, 牛05准, 鼠18准, 猴10中, 鸡09准, 狗32中, 猴46准, 龙26中, 牛17准, 龙38准, 猪31准, 牛05中, 牛17中, 虎40中, 羊23中, 羊11中, 牛41准, 兔27准, 發00准, 龙02准, 虎16准, 蛇25中, 牛41中, 香港(双波中), 龙38中, 猪43中, 羊11准, 龙26准, 猴10准, 猪43准, 猪19准, 兔03准"
161期,"新澳（双波, 新澳（双波中）128813.com","绿波, 红波, 蓝波","虎40准, ？00中, 鸡45准, 鼠18中, 狗32准, 牛05准, 猴10中, 鼠18准, 狗32中, 龙26中, 牛17准, 龙38准, 猪31准, 牛05中, 虎40中, 羊23中, 羊11中, 牛41准, 鼠42准, 兔27准, 鸡33准, 發00准, 龙02准, 马24准, 虎16准, 蛇25中, 牛41中, 猪19准, 龙38中, 猪43中, 羊11准, 龙26准, 猴10准, 猪43准, 牛17中, 兔03准"
161期,"港澳天下『双波中特』, 【绿波蓝波】开:31猪准157期精选双波中特, 【红波蓝波】开:45鸡准154期精选双波中特, 【绿波红波】开:23羊准156期精选双波中特, 港澳天下『双波中特, 161期精选双波中特, 【红波绿波】开:??准160期精选双波中特, 【蓝波红波】开:18鼠准155期精选双波中特, 【绿波蓝波】开:11羊准159期精选双波中特","绿波, 红波, 蓝波","虎40准, 31猪准, 鸡45准, 港澳天下『双波中特』, 18鼠准, 40准, 蛇25准, 狗32准, 鼠18准, 11准, 11羊准, 23羊准, ??准, 龙38准, 猪31准, 龙14准, 33准, 23准, 38准, 蛇13准, 47准, 牛41准, 10准, 18准, 26龙准, 25准, 14准, 28准, 26准, 02准, 龙02准, 43准, 49准, 狗44准, 羊23准, 45鸡准, 龙26准, 猴10准, 36准, 05准, 17准, 猪43准, 09准, 港澳天下『三头中特』"
161期,"港澳天下『双波中特』, 【绿波蓝波】开:31猪准157期精选双波中特, 【红波蓝波】开:45鸡准154期精选双波中特, 【绿波红波】开:23羊准156期精选双波中特, 港澳天下『双波中特, 161期精选双波中特, 【红波绿波】开:??准160期精选双波中特, 【蓝波红波】开:18鼠准155期精选双波中特, 【绿波蓝波】开:11羊准159期精选双波中特","绿波, 红波, 蓝波","31猪准, 14龙准, 港澳天下『双波中特』, 18鼠准, 40准, 11准, 11羊准, 23羊准, ??准, 38龙准, 33准, 32狗准, 23准, 38准, 17牛准, 47准, 10准, 18准, 44狗准, 26龙准, 13蛇准, 25准, 14准, 28准, 26准, 02准, 43猪准, 10猴准, 43准, 02龙准, 41牛准, 49准, 05牛准, 45鸡准, 37蛇准, 25蛇准, 36准, 05准, 17准, 36马准, 09准, 港澳天下『三头中特』"
161期,"港澳天下『双波中特』, 【绿波蓝波】开:31猪准157期精选双波中特, 【红波蓝波】开:45鸡准154期精选双波中特, 【绿波红波】开:23羊准156期精选双波中特, 港澳天下『双波中特, 161期精选双波中特, 【红波绿波】开:??准160期精选双波中特, 【蓝波红波】开:18鼠准155期精选双波中特, 【绿波蓝波】开:11羊准159期精选双波中特","绿波, 红波, 蓝波","31猪准, 14龙准, 港澳天下『双波中特』, 18鼠准, 40准, 11准, 31准, 11羊准, 23羊准, 38龙准, ??准, 41准, 32狗准, 44准, 23准, 38准, 17牛准, 47准, 32准, 10准, 18准, 44狗准, 13准, 26龙准, 13蛇准, 25准, 14准, 45准, 10猴准, 26准, 43猪准, 02准, 02龙准, 43准, 41牛准, 05牛准, 45鸡准, 37蛇准, 37准, 25蛇准, 36准, 05准, 17准, 36马准"
161期,"牛头马面【双波中特, 牛头马面【双波中特】326345.com","绿波, 红波",？00准
161期,"161期稳中双波, 160期稳中双波, 159期稳中双波, 160期稳中双波【绿蓝】开羊11中, 158期稳中双波【蓝红】开牛05错, 158期稳中双波","绿波, 红波, 蓝波","羊11中, 牛05错, 發00中, 猪31错"
161期,"澳门发财图-双波中特, 澳门发财图-双波中特-990013.com, 157期：双波中特","红波, 蓝波","猪31准, 羊11准, 發00准, 牛05准, 羊23准"
161期,"158期：双波中特, 160期：双波中特, 159期：双波中特, 160期：双波中特【蓝波+红波】开:羊11错, 161期：双波中特, 158期：双波中特【绿波+蓝波】开:牛05准","绿波, 红波, 蓝波","發00准, 牛05准, 羊11错, 猪31错"
161期,"161期【双波中特】已更新星移物换, 161期【双波中特",,
161期,"161期【双波中特】已更新星移物换, 161期【双波中特",,
161期,"161期【双波中特】已更新星移物换, 161期【双波中特",,
161期,"澳门神算（双波中特）, 澳门神算（双波中特",,"31猪准, 05牛准, 45鸡准, 18鼠准, 43猪准, 澳门神算（双波中特）, 11羊准, 26龙准, ??准"
161期,"【绿波红波】开:11羊准159期:双波中特, 【绿波红波】开:32狗准146期:双波中特, 【红波蓝波】开:10猴准132期:双波中特, 【绿波红波】开:45鸡准154期:双波中特, 【绿波蓝波】开:37蛇准134期:双波中特, 澳门神算（双波中特）, 【蓝波红波】开:23羊准156期:双波中特, 【红波绿波】开:38龙准150期:双波中特, 【蓝波红波】开:40虎准149期:双波中特, 澳门神算（双波中特, 【绿波蓝波】开:14龙准145期:双波中特, 【红波绿波】开:17牛准142期:双波中特, 【绿波蓝波】开:36马准136期:双波中特, 【蓝波红波】开:??准160期:双波中特, 【绿波蓝波】开:31猪准157期:双波中特, 【蓝波红波】开:02龙准131期:双波中特, 【红波蓝波】开:41牛准147期:双波中特, 【蓝波绿波】开:41牛准137期:双波中特, 【蓝波红波】开:18鼠准155期:双波中特, 【红波蓝波】开:14龙准133期:双波中特, 【绿波蓝波】开:26龙准152期:双波中特, 【绿波蓝波】开:09鸡准135期:双波中特, 【绿波蓝波】开:44狗准139期:双波中特, 161期:双波中特, 【红波蓝波】开:14龙准138期:双波中特, 【绿波蓝波】开:10猴准151期:双波中特","绿波, 红波, 蓝波","31猪准, 14龙准, 18鼠准, 澳门神算（双波中特）, 11羊准, 23羊准, 38龙准, ??准, 32狗准, 17牛准, 44狗准, 26龙准, 10猴准, 43猪准, 47羊准, 02龙准, 41牛准, 40虎准, 05牛准, 45鸡准, 37蛇准, 36马准, 09鸡准"
